0.29550165	0.019455185	0.20598502	0.284382	-0.030151408	-0.24974503	0.2548947	0.17739865	-0.11897764	0.03227768	-0.40503687	0.40168917	0.08225477	0.44866994	0.04574357	0.18102285
0.37148958	-0.019647406	0.23549424	0.35660058	0.19916008	-0.16364315	0.14721006	0.4512159	-0.4474412	0.31328532	-0.6624283	0.80118847	-0.20853113	-0.026977234	-0.5100993	-0.42551383
-0.29297307	-0.05183387	0.13505442	0.3263227	-0.35738108	-0.28195694	-0.2095585	-0.029071629	-0.008630761	0.35130283	-0.02240933	0.36730197	0.47695056	0.334892	0.46684283	0.44449502
0.13643707	-0.012819978	0.1289629	0.3168757	-0.118980475	-0.07032667	0.15027957	-0.23207316	0.1466903	-0.099328205	-0.15945096	-0.035442688	0.18485695	0.6920453	0.11611282	0.49214855
0.16552836	0.26968598	-0.172942	0.054868504	-0.010849474	-0.2031073	0.26647013	-0.033199314	0.38986948	-0.38235864	-0.17349091	-0.11027929	0.08359887	0.36570346	0.14243089	0.20573421
-0.6453651	-0.35382432	0.19577843	0.38716686	-0.8508989	-0.23592813	-0.6098908	-0.409152	-0.08734675	0.74090904	0.86047673	-0.046263453	0.8376614	0.57321507	0.88934416	0.6691205
0.46335584	-0.113173425	0.38468322	0.3419962	-0.05384327	-0.06036274	0.21209441	0.24352184	-0.47435108	0.20677775	-0.45256484	0.5033247	-0.025103813	0.23280416	-0.2843589	-0.07653154
0.2253057	0.1170163	0.3171139	0.05913594	-0.21227717	-0.26311043	0.21056186	0.30018976	-0.26390982	0.05361125	-0.16243523	0.34080327	0.18894829	0.19149363	0.09958796	0.06950285
-0.46817687	0.37183455	-0.08888035	-0.21858563	-0.67531645	-0.5732726	-0.21215267	-0.10415862	0.53361756	-0.12536143	0.77763444	-0.6109734	0.82103795	0.6353998	0.84791714	0.8849996
0.030040836	-0.15072364	0.31078172	0.40095916	-0.2888967	-0.01768227	-0.08787332	0.0019257279	-0.3100104	0.36458126	0.014513783	0.3119067	0.22504279	0.43404573	0.20481886	0.37415758
0.7151416	-0.30663437	0.7724142	0.24002603	-0.36720976	0.19173242	0.537176	0.31240198	-0.8866691	0.17170802	-0.059702564	0.6044649	0.11160099	0.10958664	-0.14206325	-0.038237277
0.43294662	0.6324465	0.37473676	-0.54241616	-0.40224662	-0.6206803	0.42167228	0.61993605	-0.26502532	-0.42988753	0.02250423	0.22914334	0.2932168	0.13409439	0.44915617	-0.11927344
0.17889597	0.6305397	-0.2682986	-0.2717386	-0.06951426	-0.46157756	0.32901296	-0.15199566	0.80974865	-0.6533636	-0.039653767	-0.69559664	0.06920476	0.58451074	0.36319378	0.38153148
0.17151494	-0.05154219	0.13851435	0.3400085	0.07662745	-0.07502037	0.014741794	0.23285303	-0.27320364	0.3162898	-0.56495017	0.6687175	-0.10267855	0.059049472	-0.2648716	-0.22002947
0.23965925	0.18046583	-0.6822724	0.37985206	0.541347	-0.03290555	0.18918732	-0.18370451	0.6075088	-0.25095218	-0.7251405	0.24008667	-0.4725614	0.20546533	-0.4767771	-0.3067754
0.19699758	0.38027126	-0.16769667	-0.06443156	0.25301394	-0.36414936	0.09305561	0.4660329	-0.10992381	0.08011193	-0.6072866	0.6992341	-0.21425897	-0.046777498	-0.32014525	-0.52887046
0.101595186	0.5794201	-0.5532706	-0.169486	0.29060322	-0.4148844	0.035521515	0.39396408	0.45690587	-0.15976004	-0.5634488	0.386011	-0.20680602	-0.108661994	-0.17706749	-0.51622605
0.022055713	-0.114728324	-0.20593244	0.47712752	0.31772906	0.012590404	-0.022318717	-0.1602952	0.3320685	0.12203432	-0.51074517	0.37163576	-0.101561554	0.41594777	-0.23119423	0.06520286
-0.77061033	-1.0181826	0.055137753	0.9511995	-0.4442377	0.6829465	-0.82194364	-1.0580858	0.092140354	1.0897437	0.57001376	0.06703024	0.60824037	0.747167	0.42075276	0.8500096
0.6027533	0.05801377	0.44982192	0.06282931	0.027032537	0.22454199	0.6814489	-0.21790853	-0.039323658	-0.60470533	-0.033576947	-0.42865944	-0.091328956	0.62311304	-0.061357807	0.31819117
0.41553208	-0.081299745	0.48045486	0.20195135	-0.111576945	0.14877945	0.5171226	-0.19882181	-0.16801324	-0.30030867	-0.016386209	-0.095703535	0.044125266	0.48128113	0.021004744	0.3644265
